id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
84,Vascular plants as bioindicators of regional warming in Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2130402299,https://doi.org/10.1007/bf00627745,1994-01-01,2026-09-20 21:27:24.897502
85,Heat Flux Distribution of Antarctica Unveiled,"Abstract Antarctica is the largest reservoir of ice on Earth. Understanding its ice sheet dynamics is crucial to unraveling past global climate change and making robust climatic and sea level predictions. Of the basic parameters that shape and control ice flow, the most poorly known is geothermal heat flux. Direct observations of heat flux are difficult to obtain in Antarctica, and until now continent‐wide heat flux maps have only been derived from low‐resolution satellite magnetic and seismological data. We present a high‐resolution heat flux map and associated uncertainty derived from spectral analysis of the most advanced continental compilation of airborne magnetic data. Small‐scale spatial variability and features consistent with known geology are better reproduced than in previous models, between 36% and 50%. Our high‐resolution heat flux map and its uncertainty distribution provide an important new boundary condition to be used in studies on future subglacial hydrology, ice sheet dynamics, and sea level change.",research_paper,,OpenAlex,https://openalex.org/W2768051969,https://doi.org/10.1002/2017gl075609,2017-11-06,2026-09-20 21:27:24.900555
86,"Northern Hemisphere forcing of climatic cycles in Antarctica over the past 360,000 years",,research_paper,,OpenAlex,https://openalex.org/W2150213112,https://doi.org/10.1038/nature06015,2007-08-01,2026-09-20 21:27:24.903614
87,The far reach of ice-shelf thinning in Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2774886872,https://doi.org/10.1038/s41558-017-0020-x,2017-12-08,2026-09-20 21:27:24.907111
88,On the Glacial History of Antarctica,"Abstract The Antarctic Ice Sheet responds quickly to regime changes, and time lags in its fluctuations are relatively small. During the Pleistocene glacial stages of the Northern Hemisphere, world-wide temperature reductions reduced the plasticity of the ice sheet and made it thicker. The amount of thickening depended on the conditions at the ice base but it was small, for mechanical and thermal reasons. Also, during the northern stages, accumulation over Antarctica was probably less than now, but this too had little effect on the thickness of the ice sheet. The mass budget of the ice sheet alone, without the ice shelves, probably remained strongly positive; the ice sheet probably existed throughout the Pleistocene and is unlikely to disappear in the future. The area of the ice sheet is determined chiefly by the elevation of the “grounding line”, where the peripheral ice cliffs and ice shelves begin to float. During the northern stages, world-wide lowerings of sea-level displaced the grounding line downwards and northwards, and allowed the ice sheet to advance by amounts which account for nearly all the evidence for previous greater glaciations. In summary, the glacial history of most ice-free areas is governed not so much by climatic as by sea-level changes. Therefore, Antarctic glacial fluctuations were dependent on and in phase with those of the Northern Hemisphere. The field evidence from Antarctica has little bearing on the ultimate causes of glacial fluctuations, which might however be determined by field work on the planet Mars.",research_paper,,OpenAlex,https://openalex.org/W69156291,https://doi.org/10.1017/s0022143000027386,1962-01-01,2026-09-20 21:27:24.910472
89,"Geomicrobiology of Subglacial Ice Above Lake Vostok, Antarctica","Data from ice 3590 meters below Vostok Station indicate that the ice was accreted from liquid water associated with Lake Vostok. Microbes were observed at concentrations ranging from 2.8 x 10(3) to 3.6 x 10(4) cells per milliliter; no biological incorporation of selected organic substrates or bicarbonate was detected. Bacterial 16S ribosomal DNA genes revealed low diversity in the gene population. The phylotypes were closely related to extant members of the alpha- and beta-Proteobacteria and the Actinomycetes. Extrapolation of the data from accretion ice to Lake Vostok implies that Lake Vostok may support a microbial population, despite more than 10(6) years of isolation from the atmosphere.",research_paper,,OpenAlex,https://openalex.org/W2122206933,https://doi.org/10.1126/science.286.5447.2141,1999-12-10,2026-09-20 21:27:24.913559
91,Meltwater Pulse 1A from Antarctica as a Trigger of the Bølling-Allerød Warm Interval,"Meltwater pulse 1A (mwp-1A) was a prominent feature of the last deglaciation, which led to a sea-level rise of approximately 20 meters in less than 500 years. Concurrent with mwp-1A was the onset of the Bølling-Allerød interstadial event (14,600 years before the present), which marked the termination of the last glacial period. Previous studies have been unable to reconcile a warm Northern Hemisphere with mwp-1A originating from the Laurentide or Fennoscandian ice sheets. With the use of a climate model of intermediate complexity, we demonstrate that with mwp-1A originating from the Antarctic Ice Sheet, consistent with recent sea-level fingerprinting inferences, the strength of North Atlantic Deep Water (NADW) formation increases, thereby warming the North Atlantic region and providing an explanation for the onset of the Bølling-Allerød warm interval. The established mode of active NADW formation is then able to respond to subsequent freshwater forcing from the Laurentide and Fennoscandian ice sheets, setting the stage for the Younger Dryas cold period.",research_paper,,OpenAlex,https://openalex.org/W2005536752,https://doi.org/10.1126/science.1081002,2003-03-13,2026-09-20 21:27:27.083695
92,Preservation of Miocene glacier ice in East Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2017289858,https://doi.org/10.1038/376412a0,1995-08-01,2026-09-20 21:27:27.092807
93,Proceedings of the Colloquium on Conservation Problems in Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2992765479,,1972-01-01,2026-09-20 21:27:27.096456
94,Tropospheric clouds in Antarctica,"Compared to other regions, little is known about clouds in Antarctica. This arises in part from the challenging deployment of instrumentation in this remote and harsh environment and from the limitations of traditional satellite passive remote sensing over the polar regions. Yet clouds have a critical influence on the ice sheet's radiation budget and its surface mass balance. The extremely low temperatures, absolute humidity levels, and aerosol concentrations found in Antarctica create unique conditions for cloud formation that greatly differ from those encountered in other regions, including the Arctic. During the first decade of the 21st century, new results from field studies, the advent of cloud observations from spaceborne active sensors, and improvements in cloud parameterizations in numerical models have contributed to significant advances in our understanding of Antarctic clouds. This review covers four main topics: (1) observational methods and instruments, (2) the seasonal and interannual variability of cloud amounts, (3) the microphysical properties of clouds and aerosols, and (4) cloud representation in global and regional numerical models. Aside from a synthesis of the existing literature, novel insights are also presented. A new climatology of clouds over Antarctica and the Southern Ocean is derived from combined measurements of the CloudSat and Cloud‐Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) satellites. This climatology is used to assess the forecast cloud amounts in 20th century global climate model simulations. While cloud monitoring over Antarctica from space has proved essential to the recent advances, the review concludes by emphasizing the need for additional in situ measurements.",research_paper,,OpenAlex,https://openalex.org/W1975534319,https://doi.org/10.1029/2011rg000363,2011-11-08,2026-09-20 21:27:27.099956
95,Grenville-age basement provinces in East Antarctica: Evidence for three separate collisional orogens,"Research Article| October 01, 2000 Grenville-age basement provinces in East Antarctica: Evidence for three separate collisional orogens I.C.W. Fitzsimons I.C.W. Fitzsimons 1Tectonics Special Research Centre, School of Applied Geology, Curtin University of Technology, GPO Box U1987, Perth, WA 6845, Australia Search for other works by this author on: GSW Google Scholar Author and Article Information I.C.W. Fitzsimons 1Tectonics Special Research Centre, School of Applied Geology, Curtin University of Technology, GPO Box U1987, Perth, WA 6845, Australia Publisher: Geological Society of America Received: 23 Mar 2000 Revision Received: 29 Jun 2000 Accepted: 14 Jul 2000 First Online: 02 Jun 2017 Online ISSN: 1943-2682 Print ISSN: 0091-7613 Geological Society of America Geology (2000) 28 (10): 879–882. https://doi.org/10.1130/0091-7613(2000)28<879:GBPIEA>2.0.CO;2 Article history Received: 23 Mar 2000 Revision Received: 29 Jun 2000 Accepted: 14 Jul 2000 First Online: 02 Jun 2017 Cite View This Citation Add to Citation Manager Share Icon Share Facebook Twitter LinkedIn Email Permissions Search Site Citation I.C.W. Fitzsimons; Grenville-age basement provinces in East Antarctica: Evidence for three separate collisional orogens. Geology 2000;; 28 (10): 879–882. doi: https://doi.org/10.1130/0091-7613(2000)28<879:GBPIEA>2.0.CO;2 Download citation file: Ris (Zotero) Refmanager EasyBib Bookends Mendeley Papers EndNote RefWorks BibTex toolbar search Search Dropdown Menu toolbar search search input Search input auto suggest filter your search All ContentBy SocietyGeology Search Advanced Search Abstract Three Grenville-age provinces can be distinguished in East Antarctica with U-Pb zircon data. The Maud, Rayner, and Wilkes provinces each have a distinctive age signature for late Mesoproterozoic–early Neoproterozoic magmatism and high-grade metamorphism and are correlated with similar rocks in the Namaqua-Natal (Africa), Eastern Ghats (India), and Albany-Fraser (Australia) provinces, respectively. These crustal segments represent three separate collisional orogens. They are separated by regions of intense late Neoproterozoic–Early Cambrian tectonism, consistent with their juxtaposition during the final assembly of Gondwana and indicating that previous models for a single, continuous, Grenville-age mobile belt around the East Antarctic coastline should be discarded. You do not have access to this content, please speak to your institutional administrator if you feel you should have access.",research_paper,,OpenAlex,https://openalex.org/W2135183977,https://doi.org/10.1130/0091-7613(2000)28<879:gbpiea>2.0.co;2,2000-01-01,2026-09-20 21:27:27.103618
96,Candida antarctica Lipase B: An Ideal Biocatalyst for the Preparation of Nitrogenated Organic Compounds,"Abstract Candida antarctica lipase B (CAL‐B) is a very effective catalyst for the production of amines and amides using different enzymatic procedures. Simplicity of use, low cost, commercial availability and recycling possibility make this lipase an ideal tool for the synthesis and resolution of a wide range of nitrogenated compounds that can be used for the production of pharmaceuticals and interesting manufactures in the industrial sector.",research_paper,,OpenAlex,https://openalex.org/W2122962387,https://doi.org/10.1002/adsc.200606057,2006-05-01,2026-09-20 21:27:27.108217
97,Lipases from Candida antarctica: Unique Biocatalysts from a Unique Origin,"The specificity of the A-lipase from Candida antarctica (CALA) has been characterized to further clarify the scope of the biocatalyst. The lipase was found to exhibit an almost uniform activity towards various straight-chained primary alcohols and carboxylic acids, only exhibiting a low activity towards very short-chained acids. More interestingly, the enzyme was found to exhibit a high activity towards a surprising diversity of sterically hindered alcohols, including both secondary and tertiary alcohols. These results indicate that CALA can have a unique applicability for the conversion of highly branched substrates where most other lipases fail to display any activity. A new, potentially highly cost-effective, immobilization technology using silica-based granulation has been applied in the immobilization of the B-lipase from the same yeast (CALB). Highly stable particles were obtained with an activity comparable to that of the commercially available immobilized preparations of this enzyme.",research_paper,,OpenAlex,https://openalex.org/W1976464947,https://doi.org/10.1021/op0200165,2002-06-27,2026-09-20 21:27:27.111818
98,Potential methane reservoirs beneath Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2124375365,https://doi.org/10.1038/nature11374,2012-08-01,2026-09-20 21:27:27.115156
99,Microbiology of the Dry Valleys of Antarctica,"The dry valleys of South Victoria Land, Antarctica, together with a few other ice-free areas on the perimeter \nof the Antarctic continent, form what is generally considered to be the most extreme cold-desert region of the earth. During the past S years, we have been interested in the dry valleys as a model environment for investigating questions connected with the biological exploration \no£ Mars. The extraordinary aridity of the region, its low temperature, and its geographical isolation give it a quasimartian character, although it is to be \nunderstood that the actual martian environment is still more hostile than that of the valleys. With our associates, we have investigated the kinds, numbers, and distribution of soil microorganisms in the valleys in order to gain insight into the practical problems of searching for life in an extreme environment. Detailed results of these studies have been published by Cameron and co-workers (1-5). In this-article, we review the major findings of our own and of other groups of investigators in this region, \nespecially as they apply to martian exploration.",research_paper,,OpenAlex,https://openalex.org/W2024267192,https://doi.org/10.1126/science.176.4032.242,1972-04-21,2026-09-20 21:27:27.118457
100,"Climatological Observations and Predicted Sublimation Rates at Lake Hoare, Antarctica","In December 1985, an automated meteorological station was established at Lake Hoare in the dry valley region of Antarctica. Here, we report on the first year-round observations available for any site in Taylor Valley. This dataset augments the year-round data obtained at Lake Vanda (Wright Valley) by winter-over crews during the late 1960s and early 1970s. The mean annual solar flux at Lake Hoare was 92 W m-2 during 1986, the mean air temperature -17.3 degrees C, and the mean 3-m wind speed 3.3 m s-1. The local climate is controlled by the wind regime during the 4-month sunless winter and by seasonal and diurnal variations in the incident solar flux during the remainder of the year. Temperature increases of 20 degrees-30 degrees C are frequently observed during the winter due to strong föhn winds descending from the Polar Plateau. A model incorporating nonsteady molecular diffusion into Kolmogorov-scale eddies in the interfacial layer and similarity-theory flux-profiles in the surface sublayer, is used to determine the rate of ice sublimation from the acquired meteorological data. Despite the frequent occurrence of strong winter föhns, the bulk of the annual ablation occurs during the summer due to elevated temperatures and persistent moderate winds. The annual ablation from Lake Hoare is estimated to have been 35.0 +/- 6.3 cm for 1986.",research_paper,,OpenAlex,https://openalex.org/W2078956436,https://doi.org/10.1175/1520-0442(1988)001<0715:coapsr>2.0.co;2,1988-07-01,2026-09-20 21:27:27.123726
101,"Modelling Circumpolar Deep Water intrusions on the Amundsen Sea continental shelf, Antarctica","Results are presented from an isopycnic coordinate model of ocean circulation in the Amundsen Sea, focusing on the delivery of Circumpolar Deep Water (CDW) to the inner continental shelf around Pine Island Bay. The warmest waters to reach this region are channeled through a submarine trough, accessed via bathymetric irregularities along the shelf break. Temporal variability in the influx of CDW is related to regional wind forcing. Easterly winds over the shelf edge change to westerlies when the Amundsen Sea Low migrates west and south in winter/spring. This drives seasonal on‐shelf flow, while inter‐annual changes in the wind forcing lead to inflow variability on a decadal timescale. A modelled period of warming following low CDW influx in the late 1980's and early 1990's coincides with a period of observed thinning and acceleration of Pine Island Glacier.",research_paper,,OpenAlex,https://openalex.org/W2023512274,https://doi.org/10.1029/2008gl034939,2008-09-01,2026-09-20 21:27:27.128163
102,A large deep freshwater lake beneath the ice of central East Antarctica,,research_paper,,OpenAlex,https://openalex.org/W1999324894,https://doi.org/10.1038/381684a0,1996-06-01,2026-09-20 21:27:27.132033
103,Coping with cold: The genome of the versatile marine Antarctica bacterium Pseudoalteromonas haloplanktis TAC125,"A considerable fraction of life develops in the sea at temperatures lower than 15 degrees C. Little is known about the adaptive features selected under those conditions. We present the analysis of the genome sequence of the fast growing Antarctica bacterium Pseudoalteromonas haloplanktis TAC125. We find that it copes with the increased solubility of oxygen at low temperature by multiplying dioxygen scavenging while deleting whole pathways producing reactive oxygen species. Dioxygen-consuming lipid desaturases achieve both protection against oxygen and synthesis of lipids making the membrane fluid. A remarkable strategy for avoidance of reactive oxygen species generation is developed by P. haloplanktis, with elimination of the ubiquitous molybdopterin-dependent metabolism. The P. haloplanktis proteome reveals a concerted amino acid usage bias specific to psychrophiles, consistently appearing apt to accommodate asparagine, a residue prone to make proteins age. Adding to its originality, P. haloplanktis further differs from its marine counterparts with recruitment of a plasmid origin of replication for its second chromosome.",research_paper,,OpenAlex,https://openalex.org/W2171745213,https://doi.org/10.1101/gr.4126905,2005-09-16,2026-09-20 21:27:27.136072
104,From Antarctica to Outer Space,,research_paper,,OpenAlex,https://openalex.org/W2052646422,https://doi.org/10.1007/978-1-4612-3012-0,1991-01-01,2026-09-20 21:27:27.14053
105,"Description of a hybrid ice sheet-shelf model, and application to Antarctica","Abstract. The formulation of a 3-D ice sheet-shelf model is described. The model is designed for long-term continental-scale applications, and has been used mostly in paleoclimatic studies. It uses a hybrid combination of the scaled shallow ice and shallow shelf approximations for ice flow. Floating ice shelves and grounding-line migration are included, with parameterized ice fluxes at grounding lines that allows relatively coarse resolutions to be used. All significant components and parameterizations of the model are described in some detail. Basic results for modern Antarctica are compared with observations, and simulations over the last 5 million years are compared with previously published results. The sensitivity of ice volumes during the last deglaciation to basal sliding coefficients is discussed.",research_paper,,OpenAlex,https://openalex.org/W1968247562,https://doi.org/10.5194/gmd-5-1273-2012,2012-10-17,2026-09-20 21:27:27.144567
106,"The Marine Ecology of Birds in the Ross Sea, Antarctica","David G. Ainley, Edmund F. O'Connor, Robert J. Boekelheide, The Marine Ecology of Birds in the Ross Sea, Antarctica, Ornithological Monographs, No. 32, The Marine Ecology of Birds in the Ross Sea, Antarctica (1984), pp. iii-x, 1-97",research_paper,,OpenAlex,https://openalex.org/W1974264119,https://doi.org/10.2307/40166773,1984-01-01,2026-09-20 21:27:27.148257
107,"Snow in the McMurdo Dry Valleys, Antarctica","Abstract Snowfall was measured at 11 sites in the McMurdo Dry Valleys to determine its magnitude, its temporal changes, and spatial patterns. Annual values ranged from 3 to 50 mm water equivalent with the highest values nearest the coast and decreasing inland. A particularly strong spatial gradient exists in Taylor Valley, probably resulting from local uplift conditions at the coastal margin and valley topography that limits migration inland. More snow occurs in winter near the coast, whereas inland no seasonal pattern is discernable. This may be due, again, to local uplift conditions, which are common in winter. We find no influence of the distance to the sea ice edge. Katabatic winds play an important role in transporting snow to the valley bottoms and essentially double the precipitation. That much of the snow accumulation sublimates prior to making a hydrologic contribution underscores the notion that the McMurdo Dry Valleys are indeed an extreme polar desert. Copyright © 2009 Royal Meteorological Society",research_paper,,OpenAlex,https://openalex.org/W2002311269,https://doi.org/10.1002/joc.1933,2009-05-07,2026-09-20 21:27:27.15237
108,Crystallographic and molecular-modeling studies of lipase B from Candida antarctica reveal a stereospecificity pocket for secondary alcohols,"Many lipases are potent catalysts of stereoselective reactions and are therefore of interest for use in chemical synthesis. The crystal structures of lipases show a large variation in the shapes of their active site environments that may explain the large variation in substrate specificity of these enzymes. We have determined the three-dimensional structure of Candida antarctica lipase B (CALB) cocrystallized with the detergent Tween 80. In another crystal form, the structure of the enzyme in complex with a covalently bound phosphonate inhibitor has been determined. In both structures, the active site is exposed to the external solvent. The potential lid-forming helix alpha 5 in CALB is well-ordered in the Tween 80 structure and disordered in the inhibitor complex. The tetrahedral intermediates of two chiral substrates have been modeled on the basis of available structural and biochemical information. The results of this study provide a structural explanation for the high stereoselectivity of CALB toward many secondary alcohols.",research_paper,,OpenAlex,https://openalex.org/W2116499195,https://doi.org/10.1021/bi00051a035,1995-12-01,2026-09-20 21:27:27.158568
109,Holocene Climate Variability in Antarctica Based on 11 Ice-Core Isotopic Records,"A comparison is made of the Holocene records obtained from water isotope measurements along 11 ice cores from coastal and central sites in east Antarctica (Vostok, Dome B, Plateau Remote, Komsomolskaia, Dome C, Taylor Dome, Dominion Range, D47, KM105, and Law Dome) and west Antarctica (Byrd), with temporal resolution from 20 to 50 yr. The long-term trends possibly reflect local ice sheet elevation fluctuations superimposed on common climatic fluctuations. All the records confirm the widespread Antarctic early Holocene optimum between 11,500 and 9000 yr; in the Ross Sea sector, a secondary optimum is identified between 7000 and 5000 yr, whereas all eastern Antarctic sites show a late optimum between 6000 and 3000 yr. Superimposed on the long time trend, all the records exhibit 9 aperiodic millennial-scale oscillations. Climatic optima show a reduced pacing between warm events (typically 800 yr), whereas cooler periods are associated with less-frequent warm events (pacing >1200 yr).",research_paper,,OpenAlex,https://openalex.org/W2082051726,https://doi.org/10.1006/qres.2000.2172,2000-11-01,2026-09-20 21:27:27.162809
110,Transfer of chlorinated biphenyls to Antarctica,,research_paper,,OpenAlex,https://openalex.org/W1974025590,https://doi.org/10.1038/264738a0,1976-12-01,2026-09-20 21:27:27.166816
