id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
176,Measurements made off King George Island near Antarctica,Measurements made off King George Island near Antarctica between 2000 and 2001.,dataset,https://seabass.gsfc.nasa.gov/experiment/KingSejong/,NASA Earthdata,C1633360409-OB_DAAC,,,2026-09-20 21:52:22.752544
177,Palmer Station Antarctica (PAL) Long Term Ecological Research Network (LTER),Measurements made under the Long Term Ecological Research Network (LTER) Palmer Station Antarctica (PAL) program.,dataset,https://seabass.gsfc.nasa.gov/experiment/PAL-LTER/,NASA Earthdata,C1633360585-OB_DAAC,,,2026-09-20 21:52:22.760903
178,"Measurements off James Ross Island, Antarctica",Measurements made off James Ross Island near Antarctica in 2005.,dataset,https://seabass.gsfc.nasa.gov/experiment/Proantar/,NASA Earthdata,C1633360623-OB_DAAC,,,2026-09-20 21:52:22.766161
179,"Cosmogenic nuclide data for bedrock samples from the Ford Ranges, Marie Byrd Land, West Antarctica","This data set consists of cosmogenic nuclide concentrations in samples from
      bedrock surfaces in the Ford Ranges, Marie Byrd Land, West Antarctica. These
      surfaces have been exposed by ice retreat since the last glacial maximum,
      approximately 10,500 years ago. However, the majority of samples contain
      nuclide concentrations indicating much longer and more complicated exposure
      histories.
      
      The primary data are concentrations of the cosmic-ray-produced nuclides Be-10
      and Al-26 measured in quartz, and Cl-36 measured in K-feldspar, sample
      locations, and the duration of recent exposure inferred from measurements on
      co-existing glacial erratics. In addition, the data set contains detailed
      information about the sites and samples, chemical compositions of the minerals
      analyzed and compositions of the host rocks, as required to compute nuclide
      production rates.  This information is provided so that the data can be
      re-interpreted if nuclide production rates or correction factors are revised in
      future.",dataset,http://www.usap-dc.org/view/dataset/600002,NASA Earthdata,C1214615474-SCIOPS,,,2026-09-20 21:52:23.553354
180,"Exposure ages of glacial deposits and bedrock, Scott Glacier, Antarctica","This data set consists of exposure ages for glacial deposits on nunataks and ice-free areas adjacent to Scott Glacier, Transantarctic Mountains. Most samples are glacially transported clasts deposited during the last glacial period or exposed by subsequent retreat of the glacier, ca. 16,000 yr B.P. to present. These ages are based on concentrations of the cosmic-ray-produced nuclide Be-10. There are also data from bedrock samples on Mt Rigby, which have longer and more complicated exposure histories. For these samples, concentrations of the cosmogenic nuclides Al-26 and Be-10, and associated ""ages"" are the result of repeated exposure punctuated with periods of ice cover and may have been affected by glacial erosion.  Apparent ages for the bedrock samples should not be taken as indicative of prolonged single-stage exposure.  The primary data are sample locations and exposure ages. Ages are calculated using currently accepted nuclide production rates and correction factors, as described in the footnotes. The data set also contains chemical and isotopic data needed to re-compute exposure ages if nuclide production rates or correction factors are revised in future.",dataset,,NASA Earthdata,C1214598050-SCIOPS,,,2026-09-20 21:52:23.565418
181,"Battye Glacier Formation Paleontology and Sedimentology, Beaver Lake Region, Antarctica","Glacimarine strata of the Battye Glacier Formation (c.130 m thick),
      Pagodroma Group, exposed in the Amery Oasis of East Antarctica,
      provide a record of late Miocene palaeoenvironmental conditions in an
      ice-distal setting. The formation overlies the Amery Erosion Surface
      (c.300 m to c.270 m above sea level) that formed during an advance of
      the Lambert Glacier, at least 750 km further north than today, into
      Prydz Bay (ODP Site 739). Two lithological members: a grey and muddier
      Lower Member and a brown, sand-rich Upper Member, reflect variation in
      proximity to the terminus of the Lambert Glacier. Ice-distal,
      glacimarine, diatom-bearing mud (up to 12% biogenic silica) and in
      situ articulated molluscs occur in the Lower Member. Similar Neogene
      strata are known on land only from the Pliocene Sorsdal Formation in
      the Vestfold Hills, near the Antarctic coast. The Battye Glacier
      Formation is significant because of its inland location, which
      indicates that ice-distal marine conditions existed 250 km inland from
      the current Amery Ice Shelf edge. Three stratigraphic intervals of
      diatom-bearing mud are recognized from glacially reworked clasts and
      from in situ strata informally referred to as the McLeod Beds and
      Bed A.
      
      The diatom-bearing mud also contains sponge spicules and minor
      silicoflagellates and ebridians. Marine diatom biostratigraphy
      constrains the age of the beds to between 10.7 and 9.0 Ma (late
      Miocene). Abundant benthic diatoms suggest deposition within shallow
      euphotic depths. The high abundance of intercalary valves of Eucampia
      antarctica from an interval of the McLeod Beds suggests that there was
      less winter sea-ice than in Prydz Bay today. It is unlikely that
      sea-ice was perennial because the presence of Thalassionema spp. and
      Stellarima stellaris (Roper) Hasle et Sims suggests that summer
      sea-surface temperatures were too warm (> 0 degrees C and > 3 degrees
      C respectively). The palaeoclimate at the time of deposition appears
      to have been analogous to that in modern fjords of East Greenland
      (e.g. Kangerdlugssuaq Fjord), which is consistent with the
      depositional model proposed previously for the Pagodroma Group. The
      three diatom-bearing mud intervals were deposited in the Amery Oasis,
      c.250 km inland of the current Amery Ice Shelf edge, when the East
      Antarctic Ice Sheet was reduced in size relative to today.
      
      Further information can be found in reference:
      
      Whitehead, J.M., Harwood, D.M. and McMinn, A., 2003. Ice-distal upper
      Miocene marine strata from inland Antarctica. Sedimentology v. 50,
      22pp.",dataset,,NASA Earthdata,C1214613460-SCIOPS,,,2026-09-20 21:52:24.393358
182,Marine Mammal Monitoring Data for Antarctica from the Instituto Antartico Argentino,"The objective to be reached by these projects is to improve quality
and objectivity in planning efforts of conservation in Antarctica
through defining strategies of rational resource management.

Monitoring of selected predator species like penguins and seals has
been doing since the last ten years in Antarctica. This information is
useful not only for fisheries management but also to know how the
global climate change progress is affecting the ecosystem.

The idea to carry out related studies on Antarctica and Patagonia were
begun in 1979 when we started to work with the comparative study of
the population dynamic of southern elephant seal as a predator in a
big scale from Antarctica and Patagonia.  The original data was
analized in the University of Minnesota in 1981.

To continue working in this way we have formalized a multidisciplinary
group formed by several institutions as National Parks Administration,
Wildlife Service of Rio Negro State, Argentine Center for
Radiocommunication Studies and Electromagnetic Compatibility
(CAERCEM), and Sea World Foundation.  In international order it is
included Alfred Wegener Institute (AWI) and European Space Agency
(ESA).

The researchers Stanganelli,  Z. and  Vergani, D. have concluded
their work for the Instituto Antartico Argentino in 1997 .",dataset,,NASA Earthdata,C1214611495-SCIOPS,,,2026-09-20 21:52:24.431114
183,Use of Infrared Sensors as a New Method in Estimating Wilson's Storm Petrels' Population Density in Antarctica,"As a new method for localization of Wilson's Storm Petrel Oceanites
oceanicus (Oceanitidae) nests, an infrared sensor was used at Cierva
Point, Gerlache Strait, in the Antarctic Peninsula. It detects the
heat emitted by breeding birds beneath debris. Seven other coastal
areas with an  average surface of 548 m2 were sampled. The infrared
sensor showed to be highly sensitive to the presence of birds beneath
rocks; no error sources were found. This method was compared to
another conventional method to estimate effectiveness. Besides
providing reliable density values, the use of infrared sensor has
reduced human impact on colonies because no traumatic methods were
used in order to find nests.",dataset,,NASA Earthdata,C1214612175-SCIOPS,,,2026-09-20 21:52:25.173808
184,"Cryology Data from Automatic Recording Stations on James Ross Island, Antarctica","The data includes air, soil, and basement temperatures from various automatic
recording stations in Antarctica.",dataset,,NASA Earthdata,C1214614014-SCIOPS,,,2026-09-20 21:52:25.179138
185,Geodetic Data from Automatic Recording Stations in Antarctica,"Data sets are comprised of geodetic data from various automatic recording
stations in Antarctica.",dataset,,NASA Earthdata,C1214614114-SCIOPS,,,2026-09-20 21:52:25.186394
186,The Ordovician System in Antarctica,"Ordovician rocks were recognized in the Trans Antarctic Mountains, Ross Orogen, inside the sector claimed by Argentina, and close to this area, in the Ellsworth Mountains. In the Trans Antarctic Mountains, coarse sediments of a probable Ordovician age and radiometrically dated volcanics were recognized. The Pensacola and Patuxent Mounts comprise the Neptune Group, which consists largely of conglomerate to quartzose sandstone. In Shackleton Range the Blaiklock Group overlies the Shackleton Range Metamorphic Complex. Some other areas like Bowers Terrane and Robertson Bay Terrane display remarkable Ordovician outcrops. The Ross Orogen is largely represented with several magmatic exposures.

Resumen: EL SISTEMA ORDOVICICO EN ANTARTIDA. 
En el Territorio Antartico, el Ordovicico ha sido reconocido en localidades en el ambito de los Montes Transantarticos, el denominado orogeno de Ross o Sistema de Ross dentro del sector reclamado por la Republica Argentina y en areas cercanas tales como los montes Ellsworth. En el ambito del los Montes Transantarticos se ha reconocido sedimentos gruesos de probable edad ordovicica y vulcanitas con dataciones radimetricas. En los Montes Pensacola y Patuxent se encuentra el Grupo Neptuno, el cual incluye conglomerados y areniscas cuarzosas. En los Montes Shackleton el Grupo Glaciar Blailock se apoya sobre el Complejo Metamorfico Montes Shackleton. Algo mas alejadas, se han encontrado afloramientos ordovicos en los Terrenis Bowers, y Bahia Robertson. La orogenia Ross se encuentra ampliamente distribuida con presencia de rocas magmaticas.",dataset,,NASA Earthdata,C1214613380-SCIOPS,,,2026-09-20 21:52:25.206074
187,"Early and middle Holocene fossil-bearing marine sediments from Potter Peninsula, King George Island (South Shetland Islands, Antarctica)","Holocene sections composed of marine sediments and glacial as well as alluvial
fan deposits are exposed on the coasts of Potter Peninsula, King George
Island/Isla 25 de Mayo, South Shetland Islands (Antarctica) (Fig. 1) (Valle et
al. 2002, 2003):

Section 1 (Fig. 2): 2.6 m-thick early-to-middle Holocene succession exposed
(1.17-3.77 m above sea level: a.s.l.) at ""Pingfo II"" locality (62 degrees 14
minutes S, 58 degrees 48 minutes W) (Fig. 1) composed of (from base to top): a)
Marine silty-sands (0.85 m thick: 1.17-2.02 m a.s.l.) deposited in open fjord
with Laternula sp shells in growth position, which are radiocarbon dated to c.
9600 cal yrs BP, b) Glacial-marine deposits (0.15 m thick: 2.02-2.17 m a.s.l.),
c) Marine beach sands and fine-grained gravels (0.60 m thick: 2.17-2.77 m
a.s.l.) with marine invertebrates, seaweed, and seal and penguin bones (Table
1) radiocarbon dated to c. 7500 cal yrs BP (Table 2), and d) Glacial till (1 m
thick: 2.77-3.77 m a.s.l.) covered by a thin coat of marine pebbles (Table 3).

Section 2 (Fig. 3): 2.90 m-thick middle Holocene succession exposed (14.4-17.3
m a.s.l.) at ""Pingfo I"" locality (62 degrees 15 minutes S, 58 degrees 37
minutes W) (Fig. 1) formed of alluvial fan gravels alternated with marine beach
sands that form three layers between 14.7-16.7 m a.s.l. The raised beach
sediments contain bones of flying birds, seals, and penguins (Table 1)
radiocarbon dated to c. 5500 cal yrs BP (Tables 2 and 3).

These data allow to reconstruct part of the Holocene history of sea level (Fig.
4) and constrain the age of early-to-middle Holocene environmental changes on
the Potter Peninsula coastal area (Table 4): The early Holocene withdrawal of
glaciers from Potter Cove (south-west King George Island) acompanied by a sea
level high stand allowed marine sedimentation in an open fjord c. 9600 years
ago (Section 1). This high stand of sea level may be related to the 10-9 ka BP
marine transgression that drowned the Maxwell Bay coasts (south-west King
George Island) (Fig. 1) down to 25-30 m depths. After a short-live episode of
glacial-marine sedimentation, an early-middle Holocene (c. 9600-7500 yr BP)
lowering of the relative sea level allowed marine beach sediments to be
deposited on the fjord sediments (Section 1). The glacial till that covers the
marine beach sediments (Section 1) is thought to be deposited during the middle
Holocene (post-7500 yr BP) glacial advance named ""Pu nta Baliza"" (PBGA:
Birkenmajer 1998). The thin coat of raised marine gravels, which covers PBGA
reworked glacial till at c. 3.77 m a.s.l. (Section 1), suggests that probably
during the culmination of PBGA the sea penetrated well into the coastal area of
Potter Peninsula. Additionally the raised marine beach sediments 14.7-16.7 m
dated to c. 5500 yr BP (Section 2), confirm that the sea drowned the coasts of
Potter Peninsula down c. 10-12 m depths during middle Holocene periods of open
marine water conditions.",dataset,,NASA Earthdata,C1214613608-SCIOPS,,,2026-09-20 21:52:25.215458
188,"Submarine Volcanism in Bransfield Strait, Antarctica","En Espanol:
Entre 1993 y 1994, como extension de los trabajos volcanologicos y
geomorfologicos en el sector noreste de la Peninsula Antartica se
estudiaron los volcanes submarinos, en parte activos, del estrecho de
Bransfield, ""Rifting and Volcanism on the Antarctic Peninsula,
proyecto de investigacion NSF OPP-8817126 del College of
Oceanography. de la Universidad del Estado de Oregon, EEUU dirigido
por el Dr. M. Fisk.

In English:
Between 1993 and 1994, as an extension of volcanological and
geomorphological studies in the northeast sector of the Antarctic
Peninsula, researchers studied  partially active submarine volcanoes
of the Bransfield Strait.  This work is conducted as part of the
United States National Science Foundation Office of Polar Programs
(NSF OPP) project, Rifting and Volcanism on the Antarctic Peninsula,
Antarctica (NSF OPP Project No. 8817126).  The project was directed by
Dr. M. Fisk, College of Oceanic & Atmospheric Sciences, Oregon State
University, USA.",dataset,,NASA Earthdata,C1214613402-SCIOPS,,,2026-09-20 21:52:25.228175
189,"EFFECTS OF UV-RADIATION AND HERBIVORY ON PHYSIOLOGY, STRUCTURE SUCCESSION  OF BENTHIC MICRO-MACROALGAL SPECIES OF POTTER COVE (SOUTH SHETLAND, ANTARCTICA)","ENGLISH

Due to the depletion of the stratospheric ozone layer, solar ultraviolet-B
radiation is increasing on the Earth's surface. UV-B radiation has demonstrated
to be an environmental stress factor that can cause a harmful effect on the
physiology and development of organisms. One of the most particularly affected
areas is the Antarctic region. The overall objective of this study is the
estimation of the impact of UV radiation on benthic organisms in Potter Cove
(South Shetlands, Antarctica). The successional patterns of macro and
microalgal communities will be investigated in field experiments under
different UV radiation conditions, and in the absence or presence of grazers.
The experiments will be carried out on artificial substrata which will be
placed in the mesolittoral and sublittoral zones in Potter Cove. This project
has started in October 2003 and it is planned to start the activities of the
second year in October 2004.The results will contribute to evaluate the effect
of UV radiation on the structure and dynamics of the benthic primary producers
community and to obtain valid information for the preservation of marine
Antarctic ecosystem.

SPANISH

La disminucion de la concentracion del ozono estratosferico ha provocado el
incremento de la radiacion ultravioleta B (UV-B) sobre la superficie de la
tierra. Esta ultima constituye un factor de estres ambiental que puede danar a
los organismos actuando sobre su fisiologia y desarrollo. Una de las regiones
mas afectadas por este fenomeno es la Antartida. Mediante la implementacion de
este proyecto se propone el estudio de la incidencia de la radiacion UV sobre
los diferentes organismos bentonicos de Caleta Potter (Shetland del Sur,
Antartida).  Su objetivo es conocer los patrones de colonizacion de las micro y
macroalgas  bajo diferentes condiciones de radiacion, en presencia y ausencia
de herbivoros sobre sustrato artificial mediante la utilizacion de un
experimento de sucesion ubicado en el mesolitoral y sublitoral de Caleta Potter
El presente proyecto se inicio en Octubre de 2003 y se preve el comienzo del
segundo ano para Octubre de 2004. La informacion obtenida contribuira a evaluar
el efecto de la radiacion UV sobre la estructura y dinamica de la comunidad de
productores primarios bentonicos aportando conocimientos para la preservacion
del ecosistema marino antartico.",dataset,,NASA Earthdata,C1214620700-SCIOPS,,,2026-09-20 21:52:25.238668
196,Extremophiles in Antarctica during 1989-2004,"Studies on biodiversity of microorganisms in Antarctica were carried out since
20 years. Particularly attention was made on those microorganisms defined for
their growth conditions extremophiles. The studies were also devoted to
cyanobacteria in that these prokaryoted are interesting for the studies on
earth evolution. Many new extremophiles were isolated belonging to bacteria
domain as new species of genus Bacillus, Halomonas, Micrococcus,
Alicyclobacillus. They were thermophiles and halophilic and alkalophiles.
Studies on lipid composition and its modulation under stressed growth
conditions were carried out. Exo- and endopolymers were isolated and studies as
well as hydrolytic enzymes.",dataset,,NASA Earthdata,C1214620811-SCIOPS,,,2026-09-20 21:52:26.265845
190,"UPPER APTIAN TO UPPER ALBIAN BIOSTRATIGRAPHY OF THE GUSTAV GROUP. AN INTEGRATED STUDY OF THE SEQUENCE EXPOSED IN THE JAMES ROSS ISLAND, ANTARCTICA","ENGLISH

The investigations will be carried out on the cretaceous outcrops (Aptiano
superior-Albiano), Gustav Group, James Ross Island, Antarctic. The
stratigraphic sequence and the fossiliferous content will be studied.  The
bioestratigraphic succession will be determined and ammonites and bivalves
isotopic analysis (strontium and carbon) will be carried out to establish
correlations with the 87Sr/86Sr and d13C values, known for this period, in the
Northern Hemisphere. The results will have importance for the bioestratigraphy
of this area and to establish a linking with other cretaceous localities of the
Southern Hemisphere.

SPANISH
Bioestratigrafia del Aptiano superior-Albiano superior del Grupo Gustav: Un
estudio integrado de la secuencia expuesta en la Isla James Ross, Antartica
(PICTA-17-2004).

Se realizaran investigaciones sobre los afloramientos de edad cretacica
(Aptiano superior-Albiano) del Grupo Gustav, Isla James Ross, Antartica. Se
estudiara la secuencia estratigrafica y su contenido fosilifero. Se determinara
la sucesion bioestratigrafica y se realizaran analisis isotopicos de estroncio
y carbono sobre conchillas de amonites y bivalvos para establecer correlaciones
con los valores de  87Sr/86Sr y d13C, conocidos para esta epoca, en el
hemisferio norte. Los resultados tendran importancia para la bioestratigrafia
de la region y permitiran establecer una vinculacion con otras localidades
cretacicas del hemisferio austral.",dataset,,NASA Earthdata,C1214620814-SCIOPS,,,2026-09-20 21:52:26.216073
191,"GEOLOGY OF LIVINGSTON AND HALF MOON ISLANDS, SOUTH SHETLAND, ANTARCTICA","ENGLISH

Most of the geological features described for the South Shetlands are sustained on isolated and scattered information (except for King George Island). The goal expected in this project is based on the continuity of the former project and the new obtained data on field information, geochemistry, stable isotopes and geochronology trying to link all into the regional geological and paleogeographical settings. The development of detailed sampling, mapping, profiles and transects will be necessary. Samples will be processed by petrography and selected ones for geochemistry (major, minor and trace elements), geochronology (Rb/Sr, Ar/K) and stable isotopes (18-O and 13-C). Because one of the main problems in the Shetlands is the positioning with elder maps, it is necessary to make corrections, sometimes very deeply, with GPS technology to made accurate maps.  The use of a portable lab for thin sections had demonstrated to be very useful for a better understanding of the lithologies in the field.

SPANISH

La evolucion geologica de las islas Shetland del Sur por el momento se halla sustentada sobre datos aislados e informacion procedente de observaciones de escasa significacion para las modernas tecnologias aplicadas al campo de la geologia y la tectonica. Se pretende profundizar el conocimiento evolutivo de las Shetland sobre bases geoquimicas,  geocronologicas y observaciones de campo detalladas, con el fin de integrarlas al contexto regional.  Se torna imprescindible el muestreo prolijo, mapeo y construccion de perfiles o transectas en el terreno. Las muestras se analizan petrograficamente y se seleccionan para su procesamiento en laboratorios para analisis quimicos (mayoritarios, minoritarios y traza) e isotopicos (tanto para geoquimica isotopica -Sr, 18-O, 13-C, Nd, como para geocronologia, metodos Rb/Sr, K/Ar). Como apoyo al desarrollo del Proyecto, y ya se ha efectuado anteriormente (isla Media Luna), es menester efectuar un prolijo posicionamiento con GPS de diversos accidentes geograficos.  En cuanto a las tareas de laboratorio en el terreno, la experiencia demuestra que contar con el laboratorio de cortes petrograficos portatil resulta en un mejor conocimiento la litologia en el terreno  su interpretacion, y optimizacion de los muestreos para posteriores analisis.",dataset,,NASA Earthdata,C1214620920-SCIOPS,,,2026-09-20 21:52:26.221126
192,"UPPER CRETACEOUS STRATIGRAPHY OF JAMES ROSS BASIN, ANTARCTICA","ENGLISH

Establishment of a reference stratigraphic and chronologic framework for the
James Ross Basin on the basis of the distribution of the ammonite faunas.
Sedimentology and paleoenvironments.

SPANISH

ESTRATIGRAFIA DEL CRETACICO SUPERIOR DE LA CUENA JAMES ROSS, ANTARTIDA

Trata de establecer un marco estratigrafico y cronologico de referencia para el
Santoniano-Maastrichtiano de la Cuenca James Ross en base al estudio de
amonites. Sedimentologia y paleoambientes.",dataset,,NASA Earthdata,C1214621346-SCIOPS,,,2026-09-20 21:52:26.226839
193,"Core and Borehole Fractures from the Cape Roberts Drilling Project, Southern Victoria Land, Antarctica: Transantarctic Mountains Front Stress Field History","Natural and drilling-induced fractures in core, and fractures in
      borehole walls, were logged from three Cape Roberts Project drillholes
      located in the western Ross Sea, Antarctica.  Core fracture data
      includes depth, dip and dip azimuth (core coordinates), and
      fractographic features.  Records were kept of intact core intervals,
      which are continuous lengths of core where no internal relative motion
      occurred.  Approximately one quarter of the core from CRP-2 and CRP-3
      drillholes was oriented by feature matching between oriented borehole
      televiewer logs and whole-core digital scans.  Tables of rotation
      angles to restore intact intervals of core to in situ coordinates are
      available.  Digital records obtained by this project include
      whole-core scans of most of the core, scans of the entire slabbed
      core, and borehole televiewer imagery of portions of CRP-2 and CRP-3
      borehole walls.  The fracture, intact interval and orientation tables
      are available as Excel files from the project investigators.  The
      digital core records can be provided on CD-ROM for the cost of the
      recording media.  Detailed description of the data sets and
      interpretations made from them can be found in the Cape Roberts
      Project Intital Reports and Science Reports volumes for each
      drillhole; see  Reference section.",dataset,,NASA Earthdata,C1214611611-SCIOPS,,,2026-09-20 21:52:26.234676
194,"Neodymium, strontium and lead isotope data from onshore and marine tills in Ross Sea and vicinity, Antarctica","This data set includes neodymium, strontium and lead isotope data from the < 63
      micron size fraction from both onshore and marine surface tills from the Ross
      Sea and vicinity.  From western Antarctica, onshore tills were analyzed
      associated with the Whillans, Kamb and MacAyeal ice streams.  In eastern
      Antarctica, onshore tills from the Beardmore and Darwin glaciers were analyzed,
      and from Mt. Archenar and the Allan Hills.  Marine tills from the RISP cores
      and from numerous cores throughout the Ross Sea were analyzed.",dataset,,NASA Earthdata,C1214614915-SCIOPS,,,2026-09-20 21:52:26.239291
195,Diagnostic Precipitation Data of Antarctica,"In this gridded dataset, the precipitation for Antarctica from 1979-99
      has been retrieved by a vertical motion calculation using ECMWF
      operational analyses (ECT, 1985-1999; twice daily) and reanalysis
      (ERA-15, 1979-1993; 4 times daily). The use of the dynamic retrieval
      method to calculate precipitation has been developed and verified for
      the Greenland ice sheet.  Most major features in the spatial
      distribution of Antarctic accumulation are well captured by the
      dynamic retrieval results. In comparison with predicted precipitation
      amounts from ERA-15 (1979-1993), ECT (1991-1999), and National Centers
      for Environmental Prediction (NCEP) / Department of Energy,
      Atmospheric Model Intercomparison Project Version 2 reanalysis
      (1979-1999), dynamic retrieval calculations capture more mesoscale
      features of the precipitation distribution over Antarctica. In
      comparison to available glaciological measurements, the interannual
      variability of the Antarctic precipitation is well represented by the
      dynamic retrieval results at those measurement sites. A significant
      upward trend of +1.2 to +1.7 mm yr-2 is found from retrieved and
      forecast precipitation amounts for Antarctica that is consistent with
      results reported by other investigators.
      
      Twenty-two sigma levels are used in the vertical, and a 40-km grid
      size is used in the horizontal. The square model domain used in this
      study consists of 181 grid points in each orthogonal direction,
      centered at the South Pole, with a horizontal polar stereographic
      projection resolution of 40 km. The model topography data over the
      Antarctic continent are also interpolated from a 5-km resolution
      digital elevation model using bi-linear interpolation from the nearest
      points.  This dataset, as well as references to methodology and
      validation, are currently available upon request from the Polar
      Meteorology Group, Byrd Polar Research Center, Columbus, OH. Email
      David Bromwich (bromwich@polarmet1.mps.ohio-state.edu).",dataset,,NASA Earthdata,C1214611890-SCIOPS,,,2026-09-20 21:52:26.258016
197,Vector Topographic Data of Antarctica - The Antarctic Digital Database,"The Antarctic Digital Database (ADD) is the premier source of vector topographic data for Antarctica. First published on CD-ROM in 1993, the current version is available for download from http://www.add.scar.org/. The data are supplied in ARC/INFO uncompressed export format, compressed and encrypted for download using zip. The data are encrypted using an individual password which is supplied to registered users of the ADD site.  There is no charge for registration as a user. The aim of registration is to allow British Antarctic Survey (BAS) to contact the user if there are improvements in the data which may be of interest. It also ensures that BAS maintain the intellectual property rights on the data for the Scientific Committee on Antarctic Research (SCAR).  The data on the ADD site are available free of charge to research or non-profit organizations. Use of these data for commercial purposes is prohibited without prior authorization from SCAR. Those wishing to
  use the data for commercial purposes must contact SCAR, who will enter into appropriate licensing arrangements.",dataset,http://www.add.scar.org/,NASA Earthdata,C1214594511-SCIOPS,,,2026-09-20 21:52:26.270888
